94b97eda7f38,192.168.43.92,-48,nodo_acelerometro,sincronizado,1638822466633429,muestreando
94b97ed9819c,192.168.43.193,-44,nodo_acelerometro,sincronizado,1638822466641907,muestreando
94b97edac360,192.168.43.200,-55,nodo_acelerometro,sincronizado,1638822466633643,muestreando
