accelerationX,accelerationY,accelerationZ,gyroscopeX,gyroscopeY,gyroscopeZ,Temperature
1.6845703125,0.882080078125,-0.188232421875,0.7709923664122137,1.6564885496183206,0.24427480916030533,35.118235294117646
1.72802734375,1.068359375,-0.19482421875,1.5038167938931297,1.9312977099236641,12.572519083969466,34.41235294117647
1.76953125,0.8271484375,-0.19384765625,0.022900763358778626,1.6106870229007633,-1.5267175572519085,35.118235294117646
1.74072265625,0.97607421875,-0.193115234375,-1.0,1.8625954198473282,4.190839694656488,34.459411764705884
1.724609375,0.93896484375,-0.190673828125,2.450381679389313,0.5801526717557252,-1.297709923664122,35.16529411764706
1.7197265625,0.96923828125,-0.19091796875,1.8931297709923665,1.297709923664122,2.6564885496183206,34.41235294117647
1.656982421875,0.826904296875,-0.2021484375,1.6793893129770991,0.6870229007633588,2.5419847328244276,34.41235294117647
1.709716796875,1.008056640625,-0.194091796875,-0.5267175572519084,1.8854961832061068,0.5343511450381679,34.41235294117647
1.6044921875,0.93994140625,-0.1962890625,0.7175572519083969,1.5190839694656488,0.183206106870229,35.118235294117646
1.69189453125,0.929931640625,-0.19677734375,-0.3435114503816794,1.900763358778626,0.32061068702290074,34.36529411764706
1.610595703125,0.79931640625,-0.20263671875,1.900763358778626,-1.2442748091603053,-4.076335877862595,34.459411764705884
1.57861328125,0.977294921875,-0.18994140625,0.24427480916030533,-1.8473282442748091,13.664122137404581,35.21235294117647
1.51611328125,0.9794921875,-0.199462890625,3.595419847328244,0.1297709923664122,4.793893129770993,34.506470588235295
1.5341796875,0.886962890625,-0.194091796875,1.2213740458015268,1.1374045801526718,14.427480916030534,34.41235294117647
1.42529296875,0.844970703125,-0.19921875,-0.7404580152671756,1.3435114503816794,-3.213740458015267,34.41235294117647
1.365966796875,0.925048828125,-0.201904296875,-1.6870229007633588,1.7557251908396947,14.045801526717558,35.118235294117646
1.403076171875,1.017822265625,-0.190185546875,1.083969465648855,-1.618320610687023,-4.66412213740458,35.118235294117646
1.23095703125,0.97607421875,-0.18798828125,1.6793893129770991,-1.786259541984733,6.763358778625954,34.459411764705884
1.096435546875,0.778076171875,-0.18798828125,1.3358778625954197,1.3129770992366412,2.2061068702290076,35.118235294117646
1.109130859375,0.987548828125,-0.188232421875,-0.9236641221374046,1.6106870229007633,14.335877862595419,34.41235294117647
0.93115234375,0.689697265625,-0.1953125,-1.3893129770992367,1.6717557251908397,3.1297709923664123,35.82411764705883
0.9697265625,1.09912109375,-0.199951171875,1.3435114503816794,0.8549618320610687,-8.488549618320612,34.41235294117647
0.8251953125,0.8134765625,-0.19189453125,1.8549618320610688,1.702290076335878,-11.0,34.41235294117647
